Age,AgeGroup,Class,Event,EventNumber,Finals,Gender,Heat,MeetDate,MeetName,Name,Rank,Team,TeamType,OrigTeamName
15,14-15,Class 2,300 Meter Dash,Event 9,40.09,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Demario Gallop,44,Wolmer's,,Wolmer's Boys' A
14,14-15,Class 2,300 Meter Dash,Event 9,40.11,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Jaylen Jones,45,St. George's College,,St. Georges College
14,14-15,Class 2,300 Meter Dash,Event 9,40.17,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Shamar Henry,46,Bridgeport High,,Bridgeport H
14,14-15,Class 2,300 Meter Dash,Event 9,40.17,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Alden Pringle,47,Bellefield High,,Bellefield H
15,14-15,Class 2,300 Meter Dash,Event 9,40.20,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Akhari Young,48,Wolmer's,,Wolmer's Boys' A
14,14-15,Class 2,300 Meter Dash,Event 9,40.20,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Dajour Grant,48,Bridgeport High,,Bridgeport H
,14-15,Class 2,300 Meter Dash,Event 9,40.37,Boys,12,2016-12-17,Gerald Claude Foster Over Distant Meet,Dario Laing,50,Charlemont High,,Charlemont H
,14-15,Class 2,300 Meter Dash,Event 9,40.39,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Jevaughn Palmer,51,St. Jago High,,St. Jago Hig
14,14-15,Class 2,300 Meter Dash,Event 9,40.47,Boys,11,2016-12-17,Gerald Claude Foster Over Distant Meet,Daniel Austin,52,Wolmer's,,Wolmer's Boys' A
14,14-15,Class 2,300 Meter Dash,Event 9,40.67,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Dwight Walker,53,Dinthill Technical High,,Dinthill Tec
15,14-15,Class 2,300 Meter Dash,Event 9,40.72,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Kimani Morris,54,Edwin Allen High,,Edwin Allen
17,14-15,Class 2,300 Meter Dash,Event 9,40.78,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Shamore Huie,55,Tivoli Gardens High,,Tivoli Garde
14,14-15,Class 2,300 Meter Dash,Event 9,40.89,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Jahaine Feilding,56,Clarendon College,,Clarendon College
14,14-15,Class 2,300 Meter Dash,Event 9,41.07,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Kimalie Hylton,57,Bridgeport High,,Bridgeport H
,14-15,Class 2,300 Meter Dash,Event 9,41.20,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Malick Williams,58,St. Jago High,,St. Jago Hig
14,14-15,Class 2,300 Meter Dash,Event 9,41.20,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Shelton Fuller,59,Dinthill Technical High,,Dinthill Tec
14,14-15,Class 2,300 Meter Dash,Event 9,41.27,Boys,12,2016-12-17,Gerald Claude Foster Over Distant Meet,Lorenzo Harriott,60,St. George's College,,St. Georges College
14,14-15,Class 2,300 Meter Dash,Event 9,41.28,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Adjatay Robinson,61,St. George's College,,St. Georges College
15,14-15,Class 2,300 Meter Dash,Event 9,41.46,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Abbajeani Brown,62,Dinthill Technical High,,Dinthill Tec
15,14-15,Class 2,300 Meter Dash,Event 9,41.48,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Shanardo Nugent,63,Dinthill Technical High,,Dinthill Tec
15,14-15,Class 2,300 Meter Dash,Event 9,41.51,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Rashane Demassa,64,St. George's College,,St. Georges College
14,14-15,Class 2,300 Meter Dash,Event 9,41.53,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Donoy Hylton,65,Edwin Allen High,,Edwin Allen
14,14-15,Class 2,300 Meter Dash,Event 9,41.55,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Antonio Williams,66,Spanish Town High,,spainsh town high
15,14-15,Class 2,300 Meter Dash,Event 9,41.68,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Joshua Lewis,67,Spanish Town High,,spainsh town high
15,14-15,Class 2,300 Meter Dash,Event 9,41.70,Boys,12,2016-12-17,Gerald Claude Foster Over Distant Meet,Joel Bryan,68,Wolmer's,,Wolmer's Boys' A
14,14-15,Class 2,300 Meter Dash,Event 9,41.76,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Orlando James,69,Wolmer's,,Wolmer's Boys' A
15,14-15,Class 2,300 Meter Dash,Event 9,41.76,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Karieb Reid,69,Mavis Bank High,,Mavis Bank H
14,14-15,Class 2,300 Meter Dash,Event 9,41.92,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Henrique Rigg,71,Dinthill Technical High,,Dinthill Tec
,14-15,Class 2,300 Meter Dash,Event 9,41.99,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Coy Spence,72,St. Jago High,,St. Jago Hig
14,14-15,Class 2,300 Meter Dash,Event 9,42.15,Boys,11,2016-12-17,Gerald Claude Foster Over Distant Meet,Ashani Charlton,73,St. George's College,,St. Georges College
14,14-15,Class 2,300 Meter Dash,Event 9,42.26,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Rowja Marshall,74,Spanish Town High,,spainsh town high
,14-15,Class 2,300 Meter Dash,Event 9,42.33,Boys,11,2016-12-17,Gerald Claude Foster Over Distant Meet,Rodjay Rodgers,75,Charlemont High,,Charlemont H
15,14-15,Class 2,300 Meter Dash,Event 9,42.36,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Javary Vassell,76,Bellefield High,,Bellefield H
14,14-15,Class 2,300 Meter Dash,Event 9,42.42,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Javaughn Sawyers,77,St. George's College,,St. Georges College
15,14-15,Class 2,300 Meter Dash,Event 9,42.48,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Jiore Moore-Gayle,78,Wolmer's,,Wolmer's Boys' A
15,14-15,Class 2,300 Meter Dash,Event 9,42.81,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Fabian Smith,79,Spanish Town High,,spainsh town high
14,14-15,Class 2,300 Meter Dash,Event 9,43.72,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Clevon Pinnock,80,Dinthill Technical High,,Dinthill Tec
14,14-15,Class 2,300 Meter Dash,Event 9,44.03,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Ricardo Walters,81,Bellefield High,,Bellefield H
14,14-15,Class 2,300 Meter Dash,Event 9,44.63,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Alberto Blackwood,82,Wolmer's,,Wolmer's Boys' A
15,14-15,Class 2,300 Meter Dash,Event 9,44.70,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Tyrese Farr,83,St. George's College,,St. Georges College
15,14-15,Class 2,300 Meter Dash,Event 9,44.76,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Rohon Robinson,84,Bellefield High,,Bellefield H
14,14-15,Class 2,300 Meter Dash,Event 9,45.47,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Malik Drummond,85,Wolmer's,,Wolmer's Boys' A
16,14-15,Class 2,300 Meter Dash,Event 9,48.43,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Darnel Simpson,86,St. George's College,,St. Georges College
15,14-15,Class 2,300 Meter Dash,Event 9,48.53,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Maleek Boyd,87,Mavis Bank High,,Mavis Bank H
14,14-15,Class 2,300 Meter Dash,Event 9,49.19,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Andrae Seaton,88,Spanish Town High,,spainsh town high
15,14-15,Class 2,300 Meter Dash,Event 9,50.78,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Alphin Davis,89,Penwood High School,,Penwood High School
13,14-15,Class 2,300 Meter Dash,Event 9,52.78,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Justin Stewart,90,Bellefield High,,Bellefield H
16,14-15,Class 2,300 Meter Dash,Event 9,DNF,Boys,11,2016-12-17,Gerald Claude Foster Over Distant Meet,Phillips Simpson,--,Spanish Town High,,spainsh town high
17,16-18,Class 1,300 Meter Dash,Event 10,34.70,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Richard Dixon,1,Dinthill Technical High,,Dinthill Tec
,16-18,Class 1,300 Meter Dash,Event 10,34.96,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Anthony Cox,2,St. Jago High,,St. Jago Hig
,16-18,Class 1,300 Meter Dash,Event 10,35.28,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Timor Barrett,3,St. Jago High,,St. Jago Hig
17,16-18,Class 1,300 Meter Dash,Event 10,35.28,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Malik Smith,3,Bridgeport High,,Bridgeport H
,16-18,Class 1,300 Meter Dash,Event 10,35.43,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Juel Stewart,5,St. Jago High,,St. Jago Hig
,16-18,Class 1,300 Meter Dash,Event 10,35.70,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Javad Black,6,St. Jago High,,St. Jago Hig
,16-18,Class 1,300 Meter Dash,Event 10,35.84,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Michael Bentley,7,St. Jago High,,St. Jago Hig
,16-18,Class 1,300 Meter Dash,Event 10,35.86,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Andy Williams,8,St. Jago High,,St. Jago Hig
18,16-18,Class 1,300 Meter Dash,Event 10,36.05,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Alexander Johnson,9,Dinthill Technical High,,Dinthill Tec
,16-18,Class 1,300 Meter Dash,Event 10,36.39,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Coy Spence,10,St. Jago High,,St. Jago Hig
,16-18,Class 1,300 Meter Dash,Event 10,36.50,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Horace Smith,11,St. Jago High,,St. Jago Hig
17,16-18,Class 1,300 Meter Dash,Event 10,36.56,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Ryan Simpson,12,Knox College,,Knox College High
18,16-18,Class 1,300 Meter Dash,Event 10,36.65,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Kiano Herbert,13,St. George's College,,St. Georges College
16,16-18,Class 1,300 Meter Dash,Event 10,36.74,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Chadon Davis,14,Wolmer's,,Wolmer's Boys' A
16,16-18,Class 1,300 Meter Dash,Event 10,36.78,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Daniel Brown,15,Edwin Allen High,,Edwin Allen
15,16-18,Class 1,300 Meter Dash,Event 10,36.83,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Romaine Haffenden,16,Holmwood Technical High,,Holmwood Tec
17,16-18,Class 1,300 Meter Dash,Event 10,36.94,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Trevughn Harris,17,St. George's College,,St. Georges College
17,16-18,Class 1,300 Meter Dash,Event 10,37.02,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Jamel Jackson,18,Edwin Allen High,,Edwin Allen
,16-18,Class 1,300 Meter Dash,Event 10,37.02,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Rasheed Broadbell,18,St. Jago High,,St. Jago Hig
18,16-18,Class 1,300 Meter Dash,Event 10,37.03,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Dominique Gray,20,Wolmer's,,Wolmer's Boys' A
,16-18,Class 1,300 Meter Dash,Event 10,37.28,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Kimani Gibbon,21,St. Jago High,,St. Jago Hig
16,16-18,Class 1,300 Meter Dash,Event 10,37.43,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Wayne Douglas,22,Tivoli Gardens High,,Tivoli Garde
,16-18,Class 1,300 Meter Dash,Event 10,37.43,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Laurence Wood,22,Dinthill Technical High,,Dinthill Tec
16,16-18,Class 1,300 Meter Dash,Event 10,37.53,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Kajay Green,24,Clarendon College,,Clarendon College
17,16-18,Class 1,300 Meter Dash,Event 10,37.66,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Alex Robinson,25,Wolmer's,,Wolmer's Boys' A
17,16-18,Class 1,300 Meter Dash,Event 10,37.69,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Derrick Williams,26,Holmwood Technical High,,Holmwood Tec
18,16-18,Class 1,300 Meter Dash,Event 10,37.71,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Evon Deer,27,Dinthill Technical High,,Dinthill Tec
16,16-18,Class 1,300 Meter Dash,Event 10,37.74,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Christoff Mcgregor,28,St. George's College,,St. Georges College
16,16-18,Class 1,300 Meter Dash,Event 10,37.84,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Delon Farr,29,Wolmer's,,Wolmer's Boys' A
,16-18,Class 1,300 Meter Dash,Event 10,37.88,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Hakeem Gayle,30,St. Jago High,,St. Jago Hig
17,16-18,Class 1,300 Meter Dash,Event 10,38.00,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Romaine Stewart,31,St. George's College,,St. Georges College
16,16-18,Class 1,300 Meter Dash,Event 10,38.00,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Andre Mcleod,31,Tivoli Gardens High,,Tivoli Garde
18,16-18,Class 1,300 Meter Dash,Event 10,38.05,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Urel Campbell,33,St. George's College,,St. Georges College
,16-18,Class 1,300 Meter Dash,Event 10,38.18,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Abdon Campbell,34,Ardenne High,,Ardenne High School
17,16-18,Class 1,300 Meter Dash,Event 10,38.20,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Yanique Barrett,35,Dinthill Technical High,,Dinthill Tec
16,16-18,Class 1,300 Meter Dash,Event 10,38.21,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Giovani Purser,36,Wolmer's,,Wolmer's Boys' A
12,16-18,Class 1,300 Meter Dash,Event 10,38.25,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Kevon Bell,37,St. George's College,,St. Georges College
,16-18,Class 1,300 Meter Dash,Event 10,38.25,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Orlando Facey,37,Charlemont High,,Charlemont H
16,16-18,Class 1,300 Meter Dash,Event 10,38.28,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Calvaton Redid,39,Edwin Allen High,,Edwin Allen
15,16-18,Class 1,300 Meter Dash,Event 10,38.28,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Donte Terrelonge,39,Bridgeport High,,Bridgeport H
18,16-18,Class 1,300 Meter Dash,Event 10,38.28,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Timothy Mcmaster,39,Unattached,,Unattached
,16-18,Class 1,300 Meter Dash,Event 10,38.33,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Andre Morrison,42,St. Jago High,,St. Jago Hig
17,16-18,Class 1,300 Meter Dash,Event 10,38.38,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Michael Barrett,43,Dinthill Technical High,,Dinthill Tec
17,16-18,Class 1,300 Meter Dash,Event 10,38.53,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Brandon Gazarda,44,Dinthill Technical High,,Dinthill Tec
18,16-18,Class 1,300 Meter Dash,Event 10,38.56,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Ricky Williams,45,St. George's College,,St. Georges College
14,16-18,Class 1,300 Meter Dash,Event 10,38.74,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Tryphosa Thompson,46,St. George's College,,St. Georges College
17,16-18,Class 1,300 Meter Dash,Event 10,38.75,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Denva Gooden,47,Tivoli Gardens High,,Tivoli Garde
18,16-18,Class 1,300 Meter Dash,Event 10,38.75,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Neil Francis,47,Edwin Allen High,,Edwin Allen
16,16-18,Class 1,300 Meter Dash,Event 10,38.75,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Devonne Morgan,47,Dinthill Technical High,,Dinthill Tec
16,16-18,Class 1,300 Meter Dash,Event 10,38.93,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Eric Foreman,50,Tivoli Gardens High,,Tivoli Garde
16,16-18,Class 1,300 Meter Dash,Event 10,39.13,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Raheim Palmer,51,Bridgeport High,,Bridgeport H
,16-18,Class 1,300 Meter Dash,Event 10,39.14,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Trabaghn Scott,52,Charlemont High,,Charlemont H
,16-18,Class 1,300 Meter Dash,Event 10,39.17,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Chen Taylor,53,St. Jago High,,St. Jago Hig
,16-18,Class 1,300 Meter Dash,Event 10,39.47,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Shamar Morgan,54,St. Jago High,,St. Jago Hig
16,16-18,Class 1,300 Meter Dash,Event 10,39.53,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Keenen Williamson,55,Wolmer's,,Wolmer's Boys' A
17,16-18,Class 1,300 Meter Dash,Event 10,39.53,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Avon Vaughn,55,Edwin Allen High,,Edwin Allen
16,16-18,Class 1,300 Meter Dash,Event 10,40.21,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Demar Williams,57,Bridgeport High,,Bridgeport H
16,16-18,Class 1,300 Meter Dash,Event 10,40.33,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Kymoni Mathews,58,St. George's College,,St. Georges College
17,16-18,Class 1,300 Meter Dash,Event 10,40.38,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Stefan Ennis,59,Dinthill Technical High,,Dinthill Tec
17,16-18,Class 1,300 Meter Dash,Event 10,40.53,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Omeali Millings,60,Dinthill Technical High,,Dinthill Tec
18,16-18,Class 1,300 Meter Dash,Event 10,40.56,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Adrian Bailey,61,Bellefield High,,Bellefield H
,16-18,Class 1,300 Meter Dash,Event 10,40.63,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Twain Ferron,62,Mavis Bank High,,Mavis Bank H
16,16-18,Class 1,300 Meter Dash,Event 10,40.84,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Derome Brown,63,Edwin Allen High,,Edwin Allen
17,16-18,Class 1,300 Meter Dash,Event 10,41.02,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Mark Mcleod,64,Wolmer's,,Wolmer's Boys' A
16,16-18,Class 1,300 Meter Dash,Event 10,41.10,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Paul Robinson,65,Tivoli Gardens High,,Tivoli Garde
16,16-18,Class 1,300 Meter Dash,Event 10,42.40,Boys,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Ainsley Hamilton,66,Mavis Bank High,,Mavis Bank H
,16-18,Class 1,300 Meter Dash,Event 10,42.82,Boys,10,2016-12-17,Gerald Claude Foster Over Distant Meet,Kristoffe Surff,67,St. Jago High,,St. Jago Hig
17,16-18,Class 1,300 Meter Dash,Event 10,42.90,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Raheim Burrell,68,Wolmer's,,Wolmer's Boys' A
,16-18,Class 1,300 Meter Dash,Event 10,43.43,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Raymond Gowie,69,Charlemont High,,Charlemont H
18,16-18,Class 1,300 Meter Dash,Event 10,44.31,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Ronaldo Miller,70,Penwood High School,,Penwood High School
16,16-18,Class 1,300 Meter Dash,Event 10,44.80,Boys,8,2016-12-17,Gerald Claude Foster Over Distant Meet,La Quaine Hurd,71,Dinthill Technical High,,Dinthill Tec
16,16-18,Class 1,300 Meter Dash,Event 10,45.99,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Lloyd Cordwell,72,Mavis Bank High,,Mavis Bank H
17,16-18,Class 1,300 Meter Dash,Event 10,NT,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Shamar Rickkets,--,Tivoli Gardens High,,Tivoli Garde
16,16-18,Class 1,300 Meter Dash,Event 10,NT,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Kashawne Smith,--,St. George's College,,St. Georges College
18,16-18,Class 1,300 Meter Dash,Event 10,NT,Boys,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Shevaughn Baxter,--,Tivoli Gardens High,,Tivoli Garde
,19-99,,300 Meter Dash,Event 11,34.28,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Odal Todd,1,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,34.28,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Collin King,1,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,34.78,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Romario Williams,3,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,34.86,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Shamar Brown,4,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,35.28,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Daniel Jarrett,5,UTECH Track,Clubs,Utec
,19-99,,300 Meter Dash,Event 11,35.37,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Brandon Tomlinson,6,GC Foster College,Clubs,GC Foster College
24,19-99,,300 Meter Dash,Event 11,35.45,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Vashan Grant,7,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,35.53,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Hujaye Cornwall,8,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,35.53,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Oshane Bailey,8,GC Foster College,Clubs,GC Foster College
19,19-99,,300 Meter Dash,Event 11,35.75,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Kahjay Morris,10,Moneague College,Clubs,moneague college
21,19-99,,300 Meter Dash,Event 11,35.75,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Nicholas Hewitt,10,Moneague College,Clubs,moneague college
19,19-99,,300 Meter Dash,Event 11,35.78,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Kern Simpson,12,Moneague College,Clubs,moneague college
19,19-99,,300 Meter Dash,Event 11,35.81,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Kenardo Johnson,13,Knox Community College,Clubs,Knox Communi
18,19-99,,300 Meter Dash,Event 11,35.93,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Romario Ferron Ferron,14,Port Antonio High,Clubs,Port Antonio
,19-99,,300 Meter Dash,Event 11,35.93,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Jonah Morgan,14,Uwi Mona,Clubs,Uwi Mona
19,19-99,,300 Meter Dash,Event 11,36.06,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Amario Ferron,16,Port Antonio High,Clubs,Port Antonio
,19-99,,300 Meter Dash,Event 11,36.10,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Ricardo Davis,17,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,36.19,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Oraine Armstrong,18,Elite Engine,Clubs,Elite Engine
,19-99,,300 Meter Dash,Event 11,36.37,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Aubrey Allen,19,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,36.61,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Jariel Cherrington,20,Uwi Mona,Clubs,Uwi Mona
,19-99,,300 Meter Dash,Event 11,36.68,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Justin Evans,21,Uwi Mona,Clubs,Uwi Mona
,19-99,,300 Meter Dash,Event 11,36.68,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Odario Phillips,21,Uwi Mona,Clubs,Uwi Mona
,19-99,,300 Meter Dash,Event 11,36.81,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Norman Pittersgill,23,Uwi Mona,Clubs,Uwi Mona
20,19-99,,300 Meter Dash,Event 11,36.81,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Delon Dixon,23,Knox Community College,Clubs,Knox Communi
,19-99,,300 Meter Dash,Event 11,36.83,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Ronaldo Howard,25,Uwi Mona,Clubs,Uwi Mona
,19-99,,300 Meter Dash,Event 11,36.92,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Renardo Richards,26,Elite Engine,Clubs,Elite Engine
,19-99,,300 Meter Dash,Event 11,37.02,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Leonardo Stewart,27,UTECH Track,Clubs,Utec
,19-99,,300 Meter Dash,Event 11,37.06,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Thorne Fearon,28,UTECH Track,Clubs,Utec
,19-99,,300 Meter Dash,Event 11,37.06,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Shawnd Thompson,28,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,37.10,Boys,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Robin Black,30,Elite Engine,Clubs,Elite Engine
,19-99,,300 Meter Dash,Event 11,37.12,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Keith Hutchinson,31,GC Foster College,Clubs,GC Foster College
,19-99,,300 Meter Dash,Event 11,37.29,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Nicholas Norman,32,Uwi Mona,Clubs,Uwi Mona
19,19-99,,300 Meter Dash,Event 11,37.31,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Terroan Edward,33,Knox Community College,Clubs,Knox Communi
,19-99,,300 Meter Dash,Event 11,37.64,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Omar Peterson,34,MVP Track Club,Clubs,Mvp Track &
